Artist,Listeners,Playcount,URL,Biography,Tags,TopTracks,SimilarArtists
ravyn lenae,1333970,33537054,https://www.last.fm/music/Ravyn+Lenae,"Ravyn Lenae Washington (born January 22, 1999) is an American R&B singer-songwriter from Chicago who is currently signed to Atlantic Records and the Three Twenty Three Music Group. She is also a member of the musical collective Zero Fatigue. Her debut EP, Moon Shoes EP, was released independently in 2015 and reissued by Atlantic Records in 2016. Her follow-up EP, Midnight Moonlight EP, was released in 2017. In addition to performing at several music festivals, Lenae has also toured with SZA on her Ctrl Tour and Noname on her Telefone Tour. <a href=""https://www.last.fm/music/Ravyn+Lenae"">Read more on Last.fm</a>","[""rnb"", ""soul"", ""Neo-Soul"", ""alternative rnb"", ""electronic""]","[{""name"": ""Love Me Not"", ""album"": ""Bird's Eye [Explicit]"", ""duration_s"": 213, ""tags"": [""pop soul"", ""rock"", ""pop rock"", ""soul"", ""uk number two""], ""wiki"": ""\""Love Me Not\"" is a song by American singer-songwriter Ravyn Lenae, released on May 3, 2024 as the lead single alongside the song \""Love Is Blind\"" from her second studio album Bird's Eye. \n\n\""Love Me Not\"" has been described as R&B, \""soul-rock\"", indie rock, grungy and \""retro pop\"". The song finds Ravyn Lenae considering her romantic desires and whether to commit to a relationship that is currently unstable. She explores the duality of needing her partner and also wanting to be independent. <a href=\""http://www.last.fm/music/Ravyn+Lenae/_/Love+Me+Not\"">Read more on Last.fm</a>.""}, {""name"": ""Love Me Not (feat. Rex Orange County)"", ""album"": ""Love Me Not (feat. Rex Orange County) - Single"", ""duration_s"": 188, ""tags"": [], ""wiki"": """"}, {""name"": ""Skin Tight (feat. Steve Lacy)"", ""album"": ""Skin Tight (feat. Steve Lacy) - Single"", ""duration_s"": 227, ""tags"": [""Neo-Psychedelia"", ""contemporary rnb"", ""alexcore""], ""wiki"": ""“Skin Tight” is an atmospheric, stripped-down piece of music. Lenae sings softly over Lacy’s spidery guitar. The track is warm and pretty, and it casts a nice little spell. It’s also got a deeply strange animated video from the artist Zongbo Jiang, who shows up several CGI Ravyn Lenae’s dancing for a vaguely amorous pile of bodies that appear to be melting into one another. <a href=\""http://www.last.fm/music/Ravyn+Lenae/_/Skin+Tight+(feat.+Steve+Lacy)\"">Read more on Last.fm</a>.""}, {""name"": ""Genius"", ""album"": ""Bird's Eye [Explicit]"", ""duration_s"": 155, ""tags"": [""pop"", ""rock"", ""rnb"", ""Neo-Soul"", ""contemporary rnb""], ""wiki"": """"}, {""name"": ""One Wish (feat. Childish Gambino)"", ""album"": ""Top Tracks - Chart Hits 2024"", ""duration_s"": 195, ""tags"": [], ""wiki"": """"}]","[""Solange"", ""Kelela"", ""Rochelle Jordan"", ""Fana Hues"", ""Raveena""]"
camilo,337984,6704916,https://www.last.fm/music/Camilo,"Camilo Echeverri was the winner of XS Factor 2007 in Colombia. Camilo was born on the 16th March 1994 in Medellin, Colombia, but when he was 4 years old he moved to Monteria. <a href=""https://www.last.fm/music/Camilo"">Read more on Last.fm</a>","[""pop"", ""latin"", ""latino"", ""latin pop"", ""male vocalists""]","[{""name"": ""KESI - Remix"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}, {""name"": ""Tutu"", ""album"": ""Éxitos Pop Latino 2020"", ""duration_s"": 180, ""tags"": [], ""wiki"": """"}, {""name"": ""BEBÉ"", ""album"": ""Bachatas Para Bailar"", ""duration_s"": 198, ""tags"": [], ""wiki"": """"}, {""name"": ""Favorito"", ""album"": ""Mamacita Compilation, Vol. 7"", ""duration_s"": 211, ""tags"": [], ""wiki"": """"}, {""name"": ""El Mismo Aire - con Pablo Alborán"", ""album"": ""El Mismo Aire (con Pablo Alborán)"", ""duration_s"": 188, ""tags"": [], ""wiki"": """"}]","[""Mau y Ricky"", ""Piso 21"", ""Mike Bahía"", ""Sebastián Yatra"", ""Morat""]"
tate mcrae,1965520,194351786,https://www.last.fm/music/Tate+McRae,"Tate Rosner McRae (born July 1, 2003) is a Canadian singer, songwriter, and dancer. Raised in Calgary, Alberta, McRae first rose to prominence as a finalist on the American television show So You Think You Can Dance at just thirteen, showcasing her exceptional dance abilities. Following her TV success, she began sharing original songs and covers on YouTube, quickly gaining a large following for her unique voice and emotive performances.

In 2020, McRae's breakthrough single <a href=""https://www.last.fm/music/Tate+McRae"">Read more on Last.fm</a>","[""pop"", ""my top songs"", ""Canadian"", ""electropop"", ""canada""]","[{""name"": ""greedy"", ""album"": ""greedy"", ""duration_s"": 131, ""tags"": [""pop"", ""dance-pop"", ""contemporary rnb"", ""dance"", ""rnb""], ""wiki"": ""\""greedy\"" is a song by Canadian singer-songwriter Tate McRae. It was first teased on August 4, 2023, before being officially released on September 15, 2023. It is the lead single from her second studio album, THINK LATER. It was written by McRae, Ryan Tedder, Amy Allen, and Jasper Harris and produced by Tedder and Harris. It also notably samples Nelly Furtado's 2006 track, \""Promiscuous\"". McRae describes the song as \""a new chapter of my music\"". \n\n“I wrote ‘Greedy’ about having the confidence to know what you want <a href=\""http://www.last.fm/music/Tate+McRae/_/greedy\"">Read more on Last.fm</a>.""}, {""name"": ""you broke me first"", ""album"": ""Now That's What I Call Music Vol. 83"", ""duration_s"": 165, ""tags"": [""my top songs"", ""pop"", ""My Recommended Songs"", ""Canadian"", ""female vocalist""], ""wiki"": ""“you broke me first” finds Tate confronting an ex who’s returned and wants to rekindle their painful relationship.\n\nThe song initially released on McRae’s YouTube channel on April 12, 2020, with piano instrumentals only. On the official release five days later, drums, backing vocals, and other instruments were added to the production. Some melodies were changed between Tate’s first and official versions. <a href=\""http://www.last.fm/music/Tate+McRae/_/you+broke+me+first\"">Read more on Last.fm</a>.""}, {""name"": ""Sports car"", ""album"": ""So Close To What [Explicit]"", ""duration_s"": 165, ""tags"": [""pop"", ""So Close to What"", ""rnb"", ""electropop"", ""dance-pop""], ""wiki"": ""“Sports car“ is the third single and seventh overall track from Tate McRae's third studio album, So Close To What. The song describes the fast and furious relationship between the singer and their partner. The music video was released along with the track. The song was originally teased on TikTok and later released January 24, 2025. <a href=\""http://www.last.fm/music/Tate+McRae/_/Sports+car\"">Read more on Last.fm</a>.""}, {""name"": ""exes"", ""album"": ""exes"", ""duration_s"": 159, ""tags"": [""pop"", ""Canadian"", ""bop"", ""female vocalist"", ""snap""], ""wiki"": ""The song \""exes\"" by Tate McRae explores the complex dynamics of past romantic relationships and the impact they have on the singer.\n\nIn the pre-chorus, the line \""Let's just say, it is what it is and was what it was\"" suggests that the singer has come to accept the reality of their past relationships, acknowledging that they cannot change what has already happened.\n\nThe chorus expresses a mix of emotions towards the singer's exes. The repeated phrase \""Kisses to my exes\"" can be seen as a sarcastic or bitter expression <a href=\""http://www.last.fm/music/Tate+McRae/_/exes\"">Read more on Last.fm</a>.""}, {""name"": ""It's ok I'm ok"", ""album"": ""it's ok i'm ok"", ""duration_s"": 156, ""tags"": [""dance"", ""dance-pop"", ""dance pop"", ""pop"", ""MY SONG MINE""], ""wiki"": ""‘It’s Ok I’m Ok’ (stylized in sentence case) is a song by Canadian singer Tate McRae. It was released on September 12, 2024, through RCA Records. It was released as the lead single to McRae’s upcoming third studio album. <a href=\""http://www.last.fm/music/Tate+McRae/_/It%27s+ok+I%27m+ok\"">Read more on Last.fm</a>.""}]","[""Nessa Barrett"", ""Sabrina Carpenter"", ""Gracie Abrams"", ""Madison Beer"", ""Addison Rae""]"
gracie abrams,1629406,247336933,https://www.last.fm/music/Gracie+Abrams,"Gracie Abrams (born September 7, 1999) is an American pop singer/songwriter from Los Angeles, California, and the daughter of the filmmaker and composer J.J. Abrams.

After having only three tracks publically available on her Soundcloud ('And She Will Miss You', 'blue', 'i kinda miss you') Gracie released her first debut track 'Mean It' along with an accompanying music video.

Shortly after, Gracie released two other songs, 'Stay' and '21', the latter <a href=""https://www.last.fm/music/Gracie+Abrams"">Read more on Last.fm</a>","[""pop"", ""indie pop"", ""my top songs"", ""female vocalists"", ""indie""]","[{""name"": ""that’s so true"", ""album"": ""That’s So True (Live From Radio City Music Hall) - Single"", ""duration_s"": 164, ""tags"": [""peter"", ""female vocalist"", ""love at first listen"", ""singer-songwriter"", ""my top songs""], ""wiki"": ""First debuted at a Gracie Abrams and Audrey Hobert live show, “That’s So True” is a bonus track on The Secret Of Us (Deluxe).\n\nGracie announced that the song would be on the tracklist on October 10, 2024, before performing it in Portland, ME.\n\nDuring the tracking week ending November 2, 2024, the song debuted at #44 on the Hot 100. The song marks her sixth appearance on the chart. <a href=\""http://www.last.fm/music/Gracie+Abrams/_/that%E2%80%99s+so+true\"">Read more on Last.fm</a>.""}, {""name"": ""I Love You, I'm Sorry"", ""album"": ""The Secret of Us (Deluxe)"", ""duration_s"": 157, ""tags"": [""peter"", ""my top songs"", ""indie"", ""female vocalists"", ""damn""], ""wiki"": ""\""I Love You, I'm Sorry\"" is a song by American singer-songwriter Gracie Abrams from her second studio album, The Secret of Us. The song was written by Abrams and Aaron Dessner, with production handled by Abrams, Dessner, and Audrey Hobert. A music video for the song premiered on July 17, 2024. <a href=\""http://www.last.fm/music/Gracie+Abrams/_/I+Love+You,+I%27m+Sorry\"">Read more on Last.fm</a>.""}, {""name"": ""I miss you, I’m sorry"", ""album"": ""Heartbreak Kid"", ""duration_s"": 167, ""tags"": [""indie"", ""pop"", ""female vocalist"", ""indie pop"", ""female""], ""wiki"": ""\""I miss you, I’m sorry\"" is a heart-wrenching ballad about a bad break up. Gracie Abrams reminisces and sings about her regrets in a past relationship.\n\nGracie took to Instagram following the release of “I miss you, I’m sorry” sharing her concerns with releasing music amidst a global pandemic:\n\n\""i know everything is scary and uncertain right now and i thought that maybe this wasn’t the right time to release anything, but the truth is that <a href=\""http://www.last.fm/music/Gracie+Abrams/_/I+miss+you,+I%E2%80%99m+sorry\"">Read more on Last.fm</a>.""}, {""name"": ""Close to You"", ""album"": ""The Secret of Us [Explicit]"", ""duration_s"": 225, ""tags"": [""my top songs"", ""synthpop"", ""indie"", ""groovy"", ""female vocalist""], ""wiki"": ""“Close To You” is the second single from Gracie Abrams' sophomore studio album, The Secret Of Us.\n\nServing as the final and bonus track on the album, Gracie said the song was never meant to be a part of The Secret Of Us, as it was from a different time entirely, but she added the track after years of fans begging for its release.\n\n“Close To You“ first appeared as a snippet on Instagram in September 2017 and teased again in March 2018.\n\nAfter performing the song live at an acoustic session in Toronto <a href=\""http://www.last.fm/music/Gracie+Abrams/_/Close+to+You\"">Read more on Last.fm</a>.""}, {""name"": ""Risk"", ""album"": ""Risk"", ""duration_s"": 218, ""tags"": [""my top songs"", ""indie pop"", ""folk pop"", ""indie"", ""power pop""], ""wiki"": ""\""Risk\"" is a song recorded by American singer-songwriter Gracie Abrams for her second studio album, The Secret of Us. It was released on May 1, 2024, through Interscope Records, as the lead single from the album. Abrams wrote the song with Audrey Hobert and produced it with her frequent collaborator Aaron Dessner. An accompanying music video for \""Risk\"", directed by Hobert, premiered alongside the song.\n\nGracie anxiously pleads for her the success of her romantic adventure. <a href=\""http://www.last.fm/music/Gracie+Abrams/_/Risk\"">Read more on Last.fm</a>.""}]","[""Alessi Rose"", ""Maisie Peters"", ""Lizzy McAlpine"", ""Lexi Jayde"", ""Taylor Swift""]"
depol,17644,275027,https://www.last.fm/music/Depol," <a href=""https://www.last.fm/music/Depol"">Read more on Last.fm</a>",[],"[{""name"": ""Quién diría"", ""album"": ""Quién Diría"", ""duration_s"": 184, ""tags"": [], ""wiki"": """"}, {""name"": ""Ibiza"", ""album"": ""Ibiza - Single"", ""duration_s"": 176, ""tags"": [], ""wiki"": """"}, {""name"": ""Qué bonita"", ""album"": ""Qué bonita"", ""duration_s"": 163, ""tags"": [], ""wiki"": """"}, {""name"": ""Dime solo si has pensao"", ""album"": ""Dime solo si has pensao"", ""duration_s"": 175, ""tags"": [], ""wiki"": """"}, {""name"": ""Ella"", ""album"": ""Ella"", ""duration_s"": 122, ""tags"": [], ""wiki"": """"}]","[""Álvaro De Luna"", ""Dani Fernández"", ""Marlena"", ""Marta Santos"", ""Nil Moliner""]"
zzoilo,147239,1812845,https://www.last.fm/music/zzoilo,"Zoilo Tuñón Rosa, más conocido como Zzoilo, es un cantante y compositor español. <a href=""https://www.last.fm/music/zzoilo"">Read more on Last.fm</a>","[""spanish"", ""pop"", ""spain"", ""singer-songwriter"", ""pop rap""]","[{""name"": ""Mon Amour - Remix"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}, {""name"": ""Mon Amour"", ""album"": ""Mon Amour"", ""duration_s"": 174, ""tags"": [], ""wiki"": """"}, {""name"": ""Menta"", ""album"": ""Menta - Single"", ""duration_s"": 174, ""tags"": [], ""wiki"": """"}, {""name"": ""El Wey"", ""album"": ""El Wey"", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}, {""name"": ""Superman"", ""album"": ""Superman - Single"", ""duration_s"": 184, ""tags"": [], ""wiki"": """"}]","[""Vicco"", ""Aitana"", ""Nil Moliner"", ""Lola Indigo"", ""Ana Mena""]"
sabrina carpenter,2862078,468268784,https://www.last.fm/music/Sabrina+Carpenter,"Sabrina Annlynn Carpenter (born May 11, 1999) is an American singer, songwriter and actress under Island Records. Sabrina rose to prominence through her work on television before establishing herself as a successful pop artist. Born on May 11, 1999, in Lehigh Valley, Pennsylvania, she began her career in entertainment at a young age, gaining early attention through YouTube covers and eventually landing acting roles. Her breakout came with her role as Maya Hart on the Disney Channel series Girl Meets World <a href=""https://www.last.fm/music/Sabrina+Carpenter"">Read more on Last.fm</a>","[""pop"", ""female vocalists"", ""rnb"", ""american"", ""my top songs""]","[{""name"": ""Espresso"", ""album"": ""Espresso"", ""duration_s"": 175, ""tags"": [""pop"", ""nu-disco"", ""dance-pop"", ""boogie"", ""espresso""], ""wiki"": ""\""Espresso\"" is a song by American singer-songwriter Sabrina Carpenter. It was released as a single on April 11, 2024 and lately featured on the \""Short n' Sweet\"" album.\n\nOn January 16, 2024, Sabrina Carpenter was confirmed as part of the American festival Coachella, held in Indio, California. She teased a new song, ahead of her performance at the festival, via billboards that read: \""She's gonna make you come... to her Coachella set!\"". Carpenter announced the release of \""Espresso\"" on her social media accounts on April 8 <a href=\""http://www.last.fm/music/Sabrina+Carpenter/_/Espresso\"">Read more on Last.fm</a>.""}, {""name"": ""Please Please Please"", ""album"": ""Please Please Please"", ""duration_s"": 186, ""tags"": [""pop"", ""country pop"", ""my top songs"", ""female vocalist"", ""synthpop""], ""wiki"": ""“Please Please Please” is a single by Sabrina Carpenter, released on June 6, 2024, as the second track from her sixth studio album Short n’ Sweet. The song showcases Carpenter’s knack for combining sharp, self-aware lyrics with a breezy, catchy pop production. Co-written by Carpenter alongside Jack Antonoff and Amy Allen, and produced by Antonoff, “Please Please Please” plays with themes of romantic anxiety and public embarrassment, wrapped in Carpenter’s signature wit and sass. <a href=\""http://www.last.fm/music/Sabrina+Carpenter/_/Please+Please+Please\"">Read more on Last.fm</a>.""}, {""name"": ""Taste"", ""album"": ""Short n' Sweet [Clean] [Clean]"", ""duration_s"": 157, ""tags"": [""pop"", ""pop rock"", ""2024"", ""synthpop"", ""taste""], ""wiki"": ""“Taste” is the first track off of Sabrina Carpenter’s sixth studio album, Short n' Sweet, and was released as the highly anticipated third single with a music video featuring female actress Jenna Ortega on August 23, 2024, following hits “Espresso” & “Please Please Please”.\n\nDisco-infused & irresistibly danceable to, “Taste” serves as the album’s opener, layering risqué innuendos with revenge and betrayal, stating that even if he’s cheating, she’ll allow it as he’s always got the taste of her on his lips. <a href=\""http://www.last.fm/music/Sabrina+Carpenter/_/Taste\"">Read more on Last.fm</a>.""}, {""name"": ""Nonsense"", ""album"": ""emails i can't send [Clean]"", ""duration_s"": 163, ""tags"": [""pop"", ""rnb"", ""contemporary rnb"", ""vocal"", ""my top songs""], ""wiki"": ""“Nonsense” is the ninth track on Sabrina Carpenter’s fifth album \""emails i can’t send\"". Carpenter sings about a person who causes her so much anxiety that she loses control of her mouth and begins blabbering nonsense. She uses a fun selection of vocabulary to play on the nonsense theme. <a href=\""http://www.last.fm/music/Sabrina+Carpenter/_/Nonsense\"">Read more on Last.fm</a>.""}, {""name"": ""Feather"", ""album"": ""emails i can’t send fwd:"", ""duration_s"": 185, ""tags"": [""pop"", ""dance-pop"", ""funk pop"", ""piano"", ""synthpop""], ""wiki"": ""\""Feather\"" is a song by American singer Sabrina Carpenter from Emails I Can’t Send Fwd:, the deluxe edition of her fifth studio album released in 2022. Carpenter and Amy Allen wrote the song with its producer, John Ryan. \n\n\""Feather\"" is a pop song about overcoming a relationship. Incorporating electric piano, piano, synthesizer, kick, and bass in its instrumentation, the song's lyrics detail blocking someone on social media and feeling like a burden has been lifted after leaving them behind: \""I got you blocked / After this <a href=\""http://www.last.fm/music/Sabrina+Carpenter/_/Feather\"">Read more on Last.fm</a>.""}]","[""Olivia Rodrigo"", ""Madison Beer"", ""Ariana Grande"", ""Taylor Swift"", ""Tate McRae""]"
fuerza regida,453144,30538675,https://www.last.fm/music/Fuerza+Regida,"
Fuerza Regida are a media-savvy, chart-topping Mexican regional quartet. They are progenitors of the ""requinto urbano"" style, alongside their Rancho Humilde labelmates Legado 7. This is acoustic music played in rural style with gritty urban lyrics. Their narrative folk-ballad approach, with acoustic guitars and lead and harmony vocals and brass, has played an iconic role in the Mexican cultural canon since the early 19th century, but Fuerza Regida's topics focus on the hardships, the bawdy joys, and the sufferings of the city streets. <a href=""https://www.last.fm/music/Fuerza+Regida"">Read more on Last.fm</a>","[""Corridos tumbados"", ""mexico"", ""Sierreno"", ""corridos"", ""corrido""]","[{""name"": ""HARLEY QUINN"", ""album"": ""Pa las Baby's Y Belikeada"", ""duration_s"": 143, ""tags"": [], ""wiki"": """"}, {""name"": ""Sabor Fresa"", ""album"": ""Sabor Fresa"", ""duration_s"": 156, ""tags"": [], ""wiki"": ""La canción \""SABOR FRESA\"" de Fuerza Regida nos habla sobre lujos y mujeres. Comenzando por el champagne para las \""niñas fresas\"" que hace referencia a chicas jóvenes de la clase alta, nos dice cómo es la vida llena de excesos con amigos y mujeres dónde no se ve pasar el tiempo ni el dinero que se gasta. Sin más, la letra presume vivir la vida al máximo con el dinero y mujeres que se pueden llegar a obtener, aunque también consumo de drogas y sexo. <a href=\""http://www.last.fm/music/Fuerza+Regida/_/Sabor+Fresa\"">Read more on Last.fm</a>.""}, {""name"": ""TQM"", ""album"": ""TQM"", ""duration_s"": 157, ""tags"": [], ""wiki"": ""La canción \""TQM\"" de Fuerza Regida es una representación de un lujoso estilo de vida. Es un corrido sin dedicatoria directa a algún personaje en específico aunque menciona algunos nombres de narcotráficantes. La letra describe los gustos del personaje como fumar marihuana \""Cherry Kush\"" y usar ropa de diseñador de marcas como Psycho Bunny y Burberry. El personaje también presume de su riqueza y estilo de vida ostentoso, conduciendo un \""BMW\"" y gastando dinero sin preocupaciones. <a href=\""http://www.last.fm/music/Fuerza+Regida/_/TQM\"">Read more on Last.fm</a>.""}, {""name"": ""ME JALO"", ""album"": ""MALA MÍA - EP"", ""duration_s"": 212, ""tags"": [], ""wiki"": """"}, {""name"": ""Bebe Dame"", ""album"": ""Sigan Hablando"", ""duration_s"": 271, ""tags"": [], ""wiki"": """"}]","[""Junior H"", ""Natanael Cano"", ""Chino Pacas"", ""Peso Pluma"", ""Luis R Conriquez""]"
silo,57557,576438,https://www.last.fm/music/Silo,"There are at least 5 acts using the name Silo:
1. A danish post rock act, who have released at least 3 albums (on Swim), the latest in 2014. (see: silomusic.net)
2 A country band from Louisiana, US
3. SILO has been making music for over 10 years, starting with guitar led bands and gravitating towards sample based production. He has worked with Fat City Records. (Manchester, UK)
4. Sydney act (Australia) :
5. Pluggnb producer.

With their frenetic and crunchy guitar driven sound <a href=""https://www.last.fm/music/Silo"">Read more on Last.fm</a>","[""post-rock"", ""trip-hop"", ""hypnotic"", ""experimental"", ""Stoner Rock""]","[{""name"": ""minutes"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}, {""name"": ""u shoulda been there"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}, {""name"": ""In The Moment"", ""album"": ""In the Moment - EP"", ""duration_s"": 200, ""tags"": [], ""wiki"": """"}, {""name"": ""neon dream"", ""album"": ""neon dream"", ""duration_s"": 204, ""tags"": [], ""wiki"": """"}, {""name"": ""space message"", ""album"": ""In the Moment - EP"", ""duration_s"": 106, ""tags"": [], ""wiki"": """"}]","[""Tortoise"", ""The American Dollar"", ""Hood"", ""Fridge"", ""Kyte""]"
shakira,4560365,164675228,https://www.last.fm/music/Shakira,"Shakira Isabel Mebarak Ripoll is a Colombian singer. Born and raised in Barranquilla, She made her recording debut with Sony Music Colombia at the age of 13. Following the commercial failure of her first two albums, Magia (1991) and Peligro (1993), she rose to prominence in Hispanic countries with her next albums, Pies Descalzos (1995) and Dónde Están los Ladrones? (1998). She entered the English-language market with her fifth album, Laundry Service (2001), which sold over 13 million copies worldwide. <a href=""https://www.last.fm/music/Shakira"">Read more on Last.fm</a>","[""pop"", ""latin"", ""female vocalists"", ""spanish"", ""rock""]","[{""name"": ""Hips Don't Lie (feat. Wyclef Jean)"", ""album"": ""Oral Fixation, Vols. 1 & 2 (With Bonus Videos)"", ""duration_s"": 219, ""tags"": [""pop"", ""latin"", ""dance"", ""Reggaeton"", ""Shakira""], ""wiki"": ""\""Hips Don't Lie\"" is a song based in a salsa and cumbia performed by colombian singer Shakira and haitian rapper Wyclef Jean, released in 2005 as the second single from the Re-issue of Shakira's second english album (seventh overall)  \""Oral Fixation Vol. 2\"". The song is a reworked version of Jean's 2004 song \""Dance Like This\"" and takes some of its instrumentation from Jerry Rivera's \""Amores Como El Nuestro\"" and lyrics from Dominican composer Luis Dias' \""Carnaval (Baila en la Calle)\"". <a href=\""http://www.last.fm/music/Shakira/_/Hips+Don%27t+Lie+(feat.+Wyclef+Jean)\"">Read more on Last.fm</a>.""}, {""name"": ""She Wolf"", ""album"": ""She Wolf"", ""duration_s"": 188, ""tags"": [""pop"", ""dance"", ""Shakira"", ""sexy"", ""female vocalists""], ""wiki"": ""\""She Wolf\"" is Shakira's first single taken from her third English language studio album. The song has a Spanish version (\""Loba\"") that was used to promote the English album in Spanish-speaking territories.\""Loba\"" premiered on June 29, 2009 and was played on various radio stations. The song was made available worldwide from July 13 2009, both as a digital download and on CD. The song peaked at #11 on the U.S.  Billboard Hot 100, and went to #1 on the U.S. Hot Dance Club Play chart in Autumn of 2009. <a href=\""http://www.last.fm/music/Shakira/_/She+Wolf\"">Read more on Last.fm</a>.""}, {""name"": ""Whenever, Wherever"", ""album"": ""Laundry Service"", ""duration_s"": 196, ""tags"": [""pop"", ""dance"", ""Shakira"", ""latin"", ""sexy""], ""wiki"": ""\""Whenever, Wherever\"" is a pop song written by Colombian singer-songwriter Shakira for her first English album, Laundry Service (2001). It is the second most successful song in her career, behind only Hips Don't Lie (2006), the seventh most successful song since 1999 and the sixty-fourth most successful song in music history (According to Media Traffic). There is also a version of Whenever, Wherever in the Spanish language, Suerte, meaning 'luck'.  The song is composed in the key of C# minor and takes heavy influence from Andean music <a href=\""http://www.last.fm/music/Shakira/_/Whenever,+Wherever\"">Read more on Last.fm</a>.""}, {""name"": ""Can't Remember to Forget You (feat. Rihanna)"", ""album"": """", ""duration_s"": 206, ""tags"": [""pop"", ""reggae"", ""2014"", ""rock"", ""dance""], ""wiki"": ""\""Can't Remember to Forget You\"" is a song by Colombian singer Shakira, featuring Barbadian singer Rihanna. It was released on January 13, 2014 by Live Nation Entertainment and RCA Records as the lead single from Shakira's upcoming fourth English studio album - her eighth studio album overall. The music video was shot in a Los Angeles mansion, and was directed by Joseph Kahn.\nCan't Remember to Forget You\"" is a \""new wave pop\"" song containing \""guitar-tinged\"" music. <a href=\""http://www.last.fm/music/Shakira/_/Can%27t+Remember+to+Forget+You+(feat.+Rihanna)\"">Read more on Last.fm</a>.""}, {""name"": ""Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)"", ""album"": ""Sale el Sol (Deluxe Edition)"", ""duration_s"": 202, ""tags"": [""fifa"", ""world cup"", ""pop"", ""soccer"", ""2010""], ""wiki"": """"}]","[""Paulina Rubio"", ""Belinda"", ""Thalía"", ""Gloria Trevi"", ""KAROL G""]"
marta santos,16048,195181,https://www.last.fm/music/Marta+Santos," <a href=""https://www.last.fm/music/Marta+Santos"">Read more on Last.fm</a>",[],"[{""name"": ""Algo Sencillito"", ""album"": ""Algo Sencillito"", ""duration_s"": 177, ""tags"": [], ""wiki"": """"}, {""name"": ""Me Sabe a Sal"", ""album"": ""Me Sabe a Sal"", ""duration_s"": 152, ""tags"": [], ""wiki"": """"}, {""name"": ""La Bachata"", ""album"": ""La Bachata - Single"", ""duration_s"": 134, ""tags"": [], ""wiki"": """"}, {""name"": ""Las Cosas Pequeñitas"", ""album"": ""Las Cosas Pequeñitas - Single"", ""duration_s"": 166, ""tags"": [], ""wiki"": """"}, {""name"": ""La Vida Entera"", ""album"": ""La Vida Entera"", ""duration_s"": 177, ""tags"": [], ""wiki"": """"}]","[""Depol"", ""Manuel Carrasco"", ""Álvaro De Luna"", ""India Martinez"", ""Dani Fernández""]"
daviles de novelda,21100,196828,https://www.last.fm/music/Daviles+de+Novelda," <a href=""https://www.last.fm/music/Daviles+de+Novelda"">Read more on Last.fm</a>","[""spain"", ""latin"", ""born in alicante"", ""joven de Alicante""]","[{""name"": ""Flamenco y Bachata"", ""album"": ""Flamenco y Bachata"", ""duration_s"": 192, ""tags"": [], ""wiki"": """"}, {""name"": ""Te Miro A La Cara"", ""album"": ""Te Miro A La Cara"", ""duration_s"": 142, ""tags"": [], ""wiki"": """"}, {""name"": ""La Musiquita"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}, {""name"": ""Las Calles de Oro"", ""album"": ""Las Calles de Oro"", ""duration_s"": 211, ""tags"": [], ""wiki"": """"}, {""name"": ""Normal que se lo crea (feat. Keen Levy)"", ""album"": """", ""duration_s"": 256, ""tags"": [], ""wiki"": """"}]","[""Luis Cortés"", ""Demarco Flamenco"", ""maka"", ""Lorena Santos"", ""Sinsinati""]"
